MZUEUQRT;MZ;UEU;QRT;estq_max_01;estq_max_02;estq_max_03;estq_max_04;estq_max_05;estq_max_06;estq_max_07;estq_max_08;estq_max_09;estq_max_10;estq_max_11;estq_max_12;estq_max_13;estq_max_14;estq_max_15;estq_max_16
1004005;1.0;4.0;5.0;1388.5667;1388.5667;1388.5667;1388.5667;1388.5667;1388.5667;1388.5667;1388.5667;1388.5667;1388.5667;1388.5667;2540.07;2540.07;2540.07;2540.07;2540.07
1004007;1.0;4.0;7.0;3136.8377;3136.8377;3136.8377;3136.8377;3136.8377;3136.8377;3136.8377;3136.8377;3136.8377;3136.8377;3136.8377;4327.49;4327.49;4327.49;4327.49;4327.49
1004009;1.0;4.0;9.0;1892.4383;1892.4383;1892.4383;1892.4383;1892.4383;1892.4383;1892.4383;1892.4383;1892.4383;1892.4383;1892.4383;3727.71;3727.71;3727.71;3727.71;3727.71
1004013;1.0;4.0;13.0;5340.5007;5340.5007;5340.5007;5340.5007;5340.5007;5340.5007;5340.5007;5340.5007;5340.5007;5340.5007;5340.5007;7794.62;7794.62;7794.62;7794.62;7794.62
1004015;1.0;4.0;15.0;6983.3773;6983.3773;6983.3773;6983.3773;6983.3773;6983.3773;6983.3773;6983.3773;6983.3773;6983.3773;6983.3773;9313.57;9313.57;9313.57;9313.57;9313.57
1004019;1.0;4.0;19.0;5628.511;5628.511;5628.511;5628.511;5628.511;5628.511;5628.511;5628.511;5628.511;5628.511;5628.511;8801.94;8801.94;8801.94;8801.94;8801.94
1004021;1.0;4.0;21.0;6091.7407;6091.7407;6091.7407;6091.7407;6091.7407;6091.7407;6091.7407;6091.7407;6091.7407;6091.7407;6091.7407;9366.17;9366.17;9366.17;9366.17;9366.17
1004023;1.0;4.0;23.0;4378.0333;4378.0333;4378.0333;4378.0333;4378.0333;4378.0333;4378.0333;4378.0333;4378.0333;4378.0333;4378.0333;6681.03;6681.03;6681.03;6681.03;6681.03
1004025;1.0;4.0;25.0;834.095;834.095;834.095;834.095;834.095;834.095;834.095;834.095;834.095;834.095;834.095;1459.74;1459.74;1459.74;1459.74;1459.74
1004027;1.0;4.0;27.0;652.7943;652.7943;652.7943;652.7943;652.7943;652.7943;652.7943;652.7943;652.7943;652.7943;652.7943;1451.94;1451.94;1451.94;1451.94;1451.94
1004029;1.0;4.0;29.0;1570.2493;1570.2493;1570.2493;1570.2493;1570.2493;1570.2493;1570.2493;1570.2493;1570.2493;1570.2493;1570.2493;2411.61;2411.61;2411.61;2411.61;2411.61
1004031;1.0;4.0;31.0;1873.8487;1873.8487;1873.8487;1873.8487;1873.8487;1873.8487;1873.8487;1873.8487;1873.8487;1873.8487;1873.8487;2772.46;2772.46;2772.46;2772.46;2772.46
1004033;1.0;4.0;33.0;654.507;654.507;654.507;654.507;654.507;654.507;654.507;654.507;654.507;654.507;654.507;1473.61;1473.61;1473.61;1473.61;1473.61
1006001;1.0;6.0;1.0;4809.3663;4809.3663;4809.3663;4809.3663;4809.3663;4809.3663;4809.3663;4809.3663;4809.3663;4809.3663;4809.3663;6971.01;6971.01;6971.01;6971.01;6971.01
1006003;1.0;6.0;3.0;9101.7593;9101.7593;9101.7593;9101.7593;9101.7593;9101.7593;9101.7593;9101.7593;9101.7593;9101.7593;9101.7593;12966.63;12966.63;12966.63;12966.63;12966.63
1006005;1.0;6.0;5.0;15403.9527;15403.9527;15403.9527;15403.9527;15403.9527;15403.9527;15403.9527;15403.9527;15403.9527;15403.9527;15403.9527;21146.32;21146.32;21146.32;21146.32;21146.32
1006009;1.0;6.0;9.0;1878.6227;1878.6227;1878.6227;1878.6227;1878.6227;1878.6227;1878.6227;1878.6227;1878.6227;1878.6227;1878.6227;2684.89;2684.89;2684.89;2684.89;2684.89
1006011;1.0;6.0;11.0;1729.98;1729.98;1729.98;1729.98;1729.98;1729.98;1729.98;1729.98;1729.98;1729.98;1729.98;2844.19;2844.19;2844.19;2844.19;2844.19
1006013;1.0;6.0;13.0;2925.4307;2925.4307;2925.4307;2925.4307;2925.4307;2925.4307;2925.4307;2925.4307;2925.4307;2925.4307;2925.4307;4163.35;4163.35;4163.35;4163.35;4163.35
1006015;1.0;6.0;15.0;1127.6977;1127.6977;1127.6977;1127.6977;1127.6977;1127.6977;1127.6977;1127.6977;1127.6977;1127.6977;1127.6977;1552.88;1552.88;1552.88;1552.88;1552.88
1006017;1.0;6.0;17.0;858.018;858.018;858.018;858.018;858.018;858.018;858.018;858.018;858.018;858.018;858.018;1538.61;1538.61;1538.61;1538.61;1538.61
1006019;1.0;6.0;19.0;2039.6133;2039.6133;2039.6133;2039.6133;2039.6133;2039.6133;2039.6133;2039.6133;2039.6133;2039.6133;2039.6133;2912.56;2912.56;2912.56;2912.56;2912.56
1006021;1.0;6.0;21.0;567.6697;567.6697;567.6697;567.6697;567.6697;567.6697;567.6697;567.6697;567.6697;567.6697;567.6697;1006.45;1006.45;1006.45;1006.45;1006.45
1006023;1.0;6.0;23.0;1797.3293;1797.3293;1797.3293;1797.3293;1797.3293;1797.3293;1797.3293;1797.3293;1797.3293;1797.3293;1797.3293;2535.61;2535.61;2535.61;2535.61;2535.61
1006025;1.0;6.0;25.0;2319.492;2319.492;2319.492;2319.492;2319.492;2319.492;2319.492;2319.492;2319.492;2319.492;2319.492;3127.08;3127.08;3127.08;3127.08;3127.08
1006027;1.0;6.0;27.0;1930.0307;1930.0307;1930.0307;1930.0307;1930.0307;1930.0307;1930.0307;1930.0307;1930.0307;1930.0307;1930.0307;2762.18;2762.18;2762.18;2762.18;2762.18
1006029;1.0;6.0;29.0;1746.164;1746.164;1746.164;1746.164;1746.164;1746.164;1746.164;1746.164;1746.164;1746.164;1746.164;2446.71;2446.71;2446.71;2446.71;2446.71
1006031;1.0;6.0;31.0;192.1383;192.1383;192.1383;192.1383;192.1383;192.1383;192.1383;192.1383;192.1383;192.1383;192.1383;985.58;985.58;985.58;985.58;985.58
1006033;1.0;6.0;33.0;2057.9883;2057.9883;2057.9883;2057.9883;2057.9883;2057.9883;2057.9883;2057.9883;2057.9883;2057.9883;2057.9883;2933.68;2933.68;2933.68;2933.68;2933.68
1006035;1.0;6.0;35.0;1562.246;1562.246;1562.246;1562.246;1562.246;1562.246;1562.246;1562.246;1562.246;1562.246;1562.246;2306.01;2306.01;2306.01;2306.01;2306.01
1006037;1.0;6.0;37.0;1728.4213;1728.4213;1728.4213;1728.4213;1728.4213;1728.4213;1728.4213;1728.4213;1728.4213;1728.4213;1728.4213;2605.32;2605.32;2605.32;2605.32;2605.32
1006039;1.0;6.0;39.0;1618.172;1618.172;1618.172;1618.172;1618.172;1618.172;1618.172;1618.172;1618.172;1618.172;1618.172;2464.14;2464.14;2464.14;2464.14;2464.14
1006041;1.0;6.0;41.0;2213.3673;2213.3673;2213.3673;2213.3673;2213.3673;2213.3673;2213.3673;2213.3673;2213.3673;2213.3673;2213.3673;3088.29;3088.29;3088.29;3088.29;3088.29
1006043;1.0;6.0;43.0;2207.457;2207.457;2207.457;2207.457;2207.457;2207.457;2207.457;2207.457;2207.457;2207.457;2207.457;3273.31;3273.31;3273.31;3273.31;3273.31
1006045;1.0;6.0;45.0;429.9327;429.9327;429.9327;429.9327;429.9327;429.9327;429.9327;429.9327;429.9327;429.9327;429.9327;1341.41;1341.41;1341.41;1341.41;1341.41
1006047;1.0;6.0;47.0;837.165;837.165;837.165;837.165;837.165;837.165;837.165;837.165;837.165;837.165;837.165;1610.86;1610.86;1610.86;1610.86;1610.86
1006049;1.0;6.0;49.0;1469.6127;1469.6127;1469.6127;1469.6127;1469.6127;1469.6127;1469.6127;1469.6127;1469.6127;1469.6127;1469.6127;2312.07;2312.07;2312.07;2312.07;2312.07
1006051;1.0;6.0;51.0;1260.1237;1260.1237;1260.1237;1260.1237;1260.1237;1260.1237;1260.1237;1260.1237;1260.1237;1260.1237;1260.1237;2018.91;2018.91;2018.91;2018.91;2018.91
1006053;1.0;6.0;53.0;367.0053;367.0053;367.0053;367.0053;367.0053;367.0053;367.0053;367.0053;367.0053;367.0053;367.0053;1225.04;1225.04;1225.04;1225.04;1225.04
1006055;1.0;6.0;55.0;1624.294;1624.294;1624.294;1624.294;1624.294;1624.294;1624.294;1624.294;1624.294;1624.294;1624.294;2435.61;2435.61;2435.61;2435.61;2435.61
1008001;1.0;8.0;1.0;4852.0057;4852.0057;4852.0057;4852.0057;4852.0057;4852.0057;4852.0057;4852.0057;4852.0057;4852.0057;4852.0057;6959.03;6959.03;6959.03;6959.03;6959.03
1008003;1.0;8.0;3.0;3123.5763;3123.5763;3123.5763;3123.5763;3123.5763;3123.5763;3123.5763;3123.5763;3123.5763;3123.5763;3123.5763;5190.9;5190.9;5190.9;5190.9;5190.9
1008005;1.0;8.0;5.0;3854.564;3854.564;3854.564;3854.564;3854.564;3854.564;3854.564;3854.564;3854.564;3854.564;3854.564;5465.35;5465.35;5465.35;5465.35;5465.35
1010003;1.0;10.0;3.0;1496.3061;1496.3061;1496.3061;1496.3061;1496.3061;1496.3061;1496.3061;1496.3061;1496.3061;1496.3061;1496.3061;2382.39;2382.39;2382.39;2382.39;2382.39
1010005;1.0;10.0;5.0;1648.8425;1648.8425;1648.8425;1648.8425;1648.8425;1648.8425;1648.8425;1648.8425;1648.8425;1648.8425;1648.8425;2334.26;2334.26;2334.26;2334.26;2334.26
1010007;1.0;10.0;7.0;1896.4171;1896.4171;1896.4171;1896.4171;1896.4171;1896.4171;1896.4171;1896.4171;1896.4171;1896.4171;1896.4171;2749.47;2749.47;2749.47;2749.47;2749.47
1010009;1.0;10.0;9.0;1752.8693;1752.8693;1752.8693;1752.8693;1752.8693;1752.8693;1752.8693;1752.8693;1752.8693;1752.8693;1752.8693;2601.25;2601.25;2601.25;2601.25;2601.25
1010011;1.0;10.0;11.0;1661.5349;1661.5349;1661.5349;1661.5349;1661.5349;1661.5349;1661.5349;1661.5349;1661.5349;1661.5349;1661.5349;2519.26;2519.26;2519.26;2519.26;2519.26
1010013;1.0;10.0;13.0;1498.1876;1498.1876;1498.1876;1498.1876;1498.1876;1498.1876;1498.1876;1498.1876;1498.1876;1498.1876;1498.1876;2182.38;2182.38;2182.38;2182.38;2182.38
1010015;1.0;10.0;15.0;2101.5124;2101.5124;2101.5124;2101.5124;2101.5124;2101.5124;2101.5124;2101.5124;2101.5124;2101.5124;2101.5124;3152.56;3152.56;3152.56;3152.56;3152.56
1010017;1.0;10.0;17.0;2051.9189;2051.9189;2051.9189;2051.9189;2051.9189;2051.9189;2051.9189;2051.9189;2051.9189;2051.9189;2051.9189;2940.01;2940.01;2940.01;2940.01;2940.01
1010019;1.0;10.0;19.0;2084.8132;2084.8132;2084.8132;2084.8132;2084.8132;2084.8132;2084.8132;2084.8132;2084.8132;2084.8132;2084.8132;3059.33;3059.33;3059.33;3059.33;3059.33
1010021;1.0;10.0;21.0;1752.1238;1752.1238;1752.1238;1752.1238;1752.1238;1752.1238;1752.1238;1752.1238;1752.1238;1752.1238;1752.1238;2762.34;2762.34;2762.34;2762.34;2762.34
1010023;1.0;10.0;23.0;1137.6519;1137.6519;1137.6519;1137.6519;1137.6519;1137.6519;1137.6519;1137.6519;1137.6519;1137.6519;1137.6519;2222.62;2222.62;2222.62;2222.62;2222.62
1010027;1.0;10.0;27.0;2725.2167;2725.2167;2725.2167;2725.2167;2725.2167;2725.2167;2725.2167;2725.2167;2725.2167;2725.2167;2725.2167;4616.18;4616.18;4616.18;4616.18;4616.18
1010029;1.0;10.0;29.0;3355.7393;3355.7393;3355.7393;3355.7393;3355.7393;3355.7393;3355.7393;3355.7393;3355.7393;3355.7393;3355.7393;4925.69;4925.69;4925.69;4925.69;4925.69
1010031;1.0;10.0;31.0;3860.9043;3860.9043;3860.9043;3860.9043;3860.9043;3860.9043;3860.9043;3860.9043;3860.9043;3860.9043;3860.9043;5536.52;5536.52;5536.52;5536.52;5536.52
1010033;1.0;10.0;33.0;1378.988;1378.988;1378.988;1378.988;1378.988;1378.988;1378.988;1378.988;1378.988;1378.988;1378.988;1994.44;1994.44;1994.44;1994.44;1994.44
1010035;1.0;10.0;35.0;1739.3288;1739.3288;1739.3288;1739.3288;1739.3288;1739.3288;1739.3288;1739.3288;1739.3288;1739.3288;1739.3288;2610.51;2610.51;2610.51;2610.51;2610.51
1010037;1.0;10.0;37.0;1247.1079;1247.1079;1247.1079;1247.1079;1247.1079;1247.1079;1247.1079;1247.1079;1247.1079;1247.1079;1247.1079;2057.0;2057.0;2057.0;2057.0;2057.0
1010039;1.0;10.0;39.0;2064.6516;2064.6516;2064.6516;2064.6516;2064.6516;2064.6516;2064.6516;2064.6516;2064.6516;2064.6516;2064.6516;2923.82;2923.82;2923.82;2923.82;2923.82
1010041;1.0;10.0;41.0;843.0019;843.0019;843.0019;843.0019;843.0019;843.0019;843.0019;843.0019;843.0019;843.0019;843.0019;1605.4;1605.4;1605.4;1605.4;1605.4
1010043;1.0;10.0;43.0;675.6857;675.6857;675.6857;675.6857;675.6857;675.6857;675.6857;675.6857;675.6857;675.6857;675.6857;1312.27;1312.27;1312.27;1312.27;1312.27
1010047;1.0;10.0;47.0;572.1417;572.1417;572.1417;572.1417;572.1417;572.1417;572.1417;572.1417;572.1417;572.1417;572.1417;1745.65;1745.65;1745.65;1745.65;1745.65
1010049;1.0;10.0;49.0;2470.3858;2470.3858;2470.3858;2470.3858;2470.3858;2470.3858;2470.3858;2470.3858;2470.3858;2470.3858;2470.3858;3446.46;3446.46;3446.46;3446.46;3446.46
1010051;1.0;10.0;51.0;2783.4296;2783.4296;2783.4296;2783.4296;2783.4296;2783.4296;2783.4296;2783.4296;2783.4296;2783.4296;2783.4296;3910.33;3910.33;3910.33;3910.33;3910.33
1010053;1.0;10.0;53.0;2607.1508;2607.1508;2607.1508;2607.1508;2607.1508;2607.1508;2607.1508;2607.1508;2607.1508;2607.1508;2607.1508;3797.24;3797.24;3797.24;3797.24;3797.24
1010055;1.0;10.0;55.0;1633.5846;1633.5846;1633.5846;1633.5846;1633.5846;1633.5846;1633.5846;1633.5846;1633.5846;1633.5846;1633.5846;2799.42;2799.42;2799.42;2799.42;2799.42
1010057;1.0;10.0;57.0;1212.1167;1212.1167;1212.1167;1212.1167;1212.1167;1212.1167;1212.1167;1212.1167;1212.1167;1212.1167;1212.1167;2238.36;2238.36;2238.36;2238.36;2238.36
1010059;1.0;10.0;59.0;10567.2542;10567.2542;10567.2542;10567.2542;10567.2542;10567.2542;10567.2542;10567.2542;10567.2542;10567.2542;10567.2542;14454.97;14454.97;14454.97;14454.97;14454.97
1010061;1.0;10.0;61.0;1307.2378;1307.2378;1307.2378;1307.2378;1307.2378;1307.2378;1307.2378;1307.2378;1307.2378;1307.2378;1307.2378;1756.84;1756.84;1756.84;1756.84;1756.84
1010063;1.0;10.0;63.0;697.672;697.672;697.672;697.672;697.672;697.672;697.672;697.672;697.672;697.672;697.672;1197.44;1197.44;1197.44;1197.44;1197.44
1010065;1.0;10.0;65.0;655.1075;655.1075;655.1075;655.1075;655.1075;655.1075;655.1075;655.1075;655.1075;655.1075;655.1075;1204.38;1204.38;1204.38;1204.38;1204.38
1010067;1.0;10.0;67.0;188.5026;188.5026;188.5026;188.5026;188.5026;188.5026;188.5026;188.5026;188.5026;188.5026;188.5026;769.92;769.92;769.92;769.92;769.92
1010069;1.0;10.0;69.0;614.2021;614.2021;614.2021;614.2021;614.2021;614.2021;614.2021;614.2021;614.2021;614.2021;614.2021;1182.16;1182.16;1182.16;1182.16;1182.16
1010071;1.0;10.0;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1010075;1.0;10.0;75.0;3503.1944;3503.1944;3503.1944;3503.1944;3503.1944;3503.1944;3503.1944;3503.1944;3503.1944;3503.1944;3503.1944;5241.66;5241.66;5241.66;5241.66;5241.66
1010077;1.0;10.0;77.0;2038.5023;2038.5023;2038.5023;2038.5023;2038.5023;2038.5023;2038.5023;2038.5023;2038.5023;2038.5023;2038.5023;3206.12;3206.12;3206.12;3206.12;3206.12
1010079;1.0;10.0;79.0;2187.0201;2187.0201;2187.0201;2187.0201;2187.0201;2187.0201;2187.0201;2187.0201;2187.0201;2187.0201;2187.0201;3503.91;3503.91;3503.91;3503.91;3503.91
1010081;1.0;10.0;81.0;2787.3511;2787.3511;2787.3511;2787.3511;2787.3511;2787.3511;2787.3511;2787.3511;2787.3511;2787.3511;2787.3511;4338.17;4338.17;4338.17;4338.17;4338.17
1010083;1.0;10.0;83.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1339.6;1339.6;1339.6;1339.6;1339.6
1010085;1.0;10.0;85.0;607.9517;607.9517;607.9517;607.9517;607.9517;607.9517;607.9517;607.9517;607.9517;607.9517;607.9517;2105.49;2105.49;2105.49;2105.49;2105.49
1010087;1.0;10.0;87.0;13271.3437;13271.3437;13271.3437;13271.3437;13271.3437;13271.3437;13271.3437;13271.3437;13271.3437;13271.3437;13271.3437;20649.45;20649.45;20649.45;20649.45;20649.45
1010089;1.0;10.0;89.0;6538.2835;6538.2835;6538.2835;6538.2835;6538.2835;6538.2835;6538.2835;6538.2835;6538.2835;6538.2835;6538.2835;9593.31;9593.31;9593.31;9593.31;9593.31
1010091;1.0;10.0;91.0;7461.0492;7461.0492;7461.0492;7461.0492;7461.0492;7461.0492;7461.0492;7461.0492;7461.0492;7461.0492;7461.0492;10741.1;10741.1;10741.1;10741.1;10741.1
1010093;1.0;10.0;93.0;1098.6067;1098.6067;1098.6067;1098.6067;1098.6067;1098.6067;1098.6067;1098.6067;1098.6067;1098.6067;1098.6067;2322.17;2322.17;2322.17;2322.17;2322.17
1010095;1.0;10.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1012001;1.0;12.0;1.0;1661.6145;1661.6145;1661.6145;1661.6145;1661.6145;1661.6145;1661.6145;1661.6145;1661.6145;1661.6145;1661.6145;2499.0;2499.0;2499.0;2499.0;2499.0
1012003;1.0;12.0;3.0;1842.2054;1842.2054;1842.2054;1842.2054;1842.2054;1842.2054;1842.2054;1842.2054;1842.2054;1842.2054;1842.2054;2743.18;2743.18;2743.18;2743.18;2743.18
1012005;1.0;12.0;5.0;1733.4315;1733.4315;1733.4315;1733.4315;1733.4315;1733.4315;1733.4315;1733.4315;1733.4315;1733.4315;1733.4315;2596.0;2596.0;2596.0;2596.0;2596.0
1012007;1.0;12.0;7.0;2073.6136;2073.6136;2073.6136;2073.6136;2073.6136;2073.6136;2073.6136;2073.6136;2073.6136;2073.6136;2073.6136;2866.84;2866.84;2866.84;2866.84;2866.84
1012009;1.0;12.0;9.0;1628.0096;1628.0096;1628.0096;1628.0096;1628.0096;1628.0096;1628.0096;1628.0096;1628.0096;1628.0096;1628.0096;2257.83;2257.83;2257.83;2257.83;2257.83
1012011;1.0;12.0;11.0;2002.6162;2002.6162;2002.6162;2002.6162;2002.6162;2002.6162;2002.6162;2002.6162;2002.6162;2002.6162;2002.6162;2840.23;2840.23;2840.23;2840.23;2840.23
1012013;1.0;12.0;13.0;2288.4309;2288.4309;2288.4309;2288.4309;2288.4309;2288.4309;2288.4309;2288.4309;2288.4309;2288.4309;2288.4309;3518.63;3518.63;3518.63;3518.63;3518.63
1012015;1.0;12.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1012017;1.0;12.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;789.93;789.93;789.93;789.93;789.93
1012019;1.0;12.0;19.0;3932.4833;3932.4833;3932.4833;3932.4833;3932.4833;3932.4833;3932.4833;3932.4833;3932.4833;3932.4833;3932.4833;5069.31;5069.31;5069.31;5069.31;5069.31
1012021;1.0;12.0;21.0;2223.3521;2223.3521;2223.3521;2223.3521;2223.3521;2223.3521;2223.3521;2223.3521;2223.3521;2223.3521;2223.3521;3341.2;3341.2;3341.2;3341.2;3341.2
1012023;1.0;12.0;23.0;2729.516;2729.516;2729.516;2729.516;2729.516;2729.516;2729.516;2729.516;2729.516;2729.516;2729.516;3906.82;3906.82;3906.82;3906.82;3906.82
1012025;1.0;12.0;25.0;1935.3027;1935.3027;1935.3027;1935.3027;1935.3027;1935.3027;1935.3027;1935.3027;1935.3027;1935.3027;1935.3027;3078.11;3078.11;3078.11;3078.11;3078.11
1012027;1.0;12.0;27.0;2851.2034;2851.2034;2851.2034;2851.2034;2851.2034;2851.2034;2851.2034;2851.2034;2851.2034;2851.2034;2851.2034;4652.69;4652.69;4652.69;4652.69;4652.69
1012029;1.0;12.0;29.0;942.628;942.628;942.628;942.628;942.628;942.628;942.628;942.628;942.628;942.628;942.628;1811.04;1811.04;1811.04;1811.04;1811.04
1012031;1.0;12.0;31.0;830.506;830.506;830.506;830.506;830.506;830.506;830.506;830.506;830.506;830.506;830.506;1447.91;1447.91;1447.91;1447.91;1447.91
1012033;1.0;12.0;33.0;1679.3137;1679.3137;1679.3137;1679.3137;1679.3137;1679.3137;1679.3137;1679.3137;1679.3137;1679.3137;1679.3137;2537.62;2537.62;2537.62;2537.62;2537.62
1012035;1.0;12.0;35.0;1456.0725;1456.0725;1456.0725;1456.0725;1456.0725;1456.0725;1456.0725;1456.0725;1456.0725;1456.0725;1456.0725;2177.66;2177.66;2177.66;2177.66;2177.66
1012037;1.0;12.0;37.0;1992.0564;1992.0564;1992.0564;1992.0564;1992.0564;1992.0564;1992.0564;1992.0564;1992.0564;1992.0564;1992.0564;2833.35;2833.35;2833.35;2833.35;2833.35
1012039;1.0;12.0;39.0;1707.8834;1707.8834;1707.8834;1707.8834;1707.8834;1707.8834;1707.8834;1707.8834;1707.8834;1707.8834;1707.8834;2493.86;2493.86;2493.86;2493.86;2493.86
1012041;1.0;12.0;41.0;2020.4182;2020.4182;2020.4182;2020.4182;2020.4182;2020.4182;2020.4182;2020.4182;2020.4182;2020.4182;2020.4182;3381.02;3381.02;3381.02;3381.02;3381.02
1012043;1.0;12.0;43.0;1422.8468;1422.8468;1422.8468;1422.8468;1422.8468;1422.8468;1422.8468;1422.8468;1422.8468;1422.8468;1422.8468;2174.33;2174.33;2174.33;2174.33;2174.33
1012045;1.0;12.0;45.0;2022.997;2022.997;2022.997;2022.997;2022.997;2022.997;2022.997;2022.997;2022.997;2022.997;2022.997;2882.46;2882.46;2882.46;2882.46;2882.46
1012047;1.0;12.0;47.0;989.8675;989.8675;989.8675;989.8675;989.8675;989.8675;989.8675;989.8675;989.8675;989.8675;989.8675;1679.14;1679.14;1679.14;1679.14;1679.14
1012049;1.0;12.0;49.0;1621.7873;1621.7873;1621.7873;1621.7873;1621.7873;1621.7873;1621.7873;1621.7873;1621.7873;1621.7873;1621.7873;2387.87;2387.87;2387.87;2387.87;2387.87
1012051;1.0;12.0;51.0;1725.9445;1725.9445;1725.9445;1725.9445;1725.9445;1725.9445;1725.9445;1725.9445;1725.9445;1725.9445;1725.9445;2572.07;2572.07;2572.07;2572.07;2572.07
1012053;1.0;12.0;53.0;551.3881;551.3881;551.3881;551.3881;551.3881;551.3881;551.3881;551.3881;551.3881;551.3881;551.3881;1430.97;1430.97;1430.97;1430.97;1430.97
1012055;1.0;12.0;55.0;2232.324;2232.324;2232.324;2232.324;2232.324;2232.324;2232.324;2232.324;2232.324;2232.324;2232.324;3607.87;3607.87;3607.87;3607.87;3607.87
1012057;1.0;12.0;57.0;1364.4473;1364.4473;1364.4473;1364.4473;1364.4473;1364.4473;1364.4473;1364.4473;1364.4473;1364.4473;1364.4473;2473.9;2473.9;2473.9;2473.9;2473.9
1012059;1.0;12.0;59.0;3316.5814;3316.5814;3316.5814;3316.5814;3316.5814;3316.5814;3316.5814;3316.5814;3316.5814;3316.5814;3316.5814;4578.4;4578.4;4578.4;4578.4;4578.4
1012061;1.0;12.0;61.0;1871.1128;1871.1128;1871.1128;1871.1128;1871.1128;1871.1128;1871.1128;1871.1128;1871.1128;1871.1128;1871.1128;3099.24;3099.24;3099.24;3099.24;3099.24
1012063;1.0;12.0;63.0;2707.0042;2707.0042;2707.0042;2707.0042;2707.0042;2707.0042;2707.0042;2707.0042;2707.0042;2707.0042;2707.0042;3973.66;3973.66;3973.66;3973.66;3973.66
1012065;1.0;12.0;65.0;3088.0359;3088.0359;3088.0359;3088.0359;3088.0359;3088.0359;3088.0359;3088.0359;3088.0359;3088.0359;3088.0359;4343.76;4343.76;4343.76;4343.76;4343.76
1012067;1.0;12.0;67.0;1919.6082;1919.6082;1919.6082;1919.6082;1919.6082;1919.6082;1919.6082;1919.6082;1919.6082;1919.6082;1919.6082;3134.28;3134.28;3134.28;3134.28;3134.28
1012069;1.0;12.0;69.0;3467.0767;3467.0767;3467.0767;3467.0767;3467.0767;3467.0767;3467.0767;3467.0767;3467.0767;3467.0767;3467.0767;5702.32;5702.32;5702.32;5702.32;5702.32
1012071;1.0;12.0;71.0;754.2853;754.2853;754.2853;754.2853;754.2853;754.2853;754.2853;754.2853;754.2853;754.2853;754.2853;1374.44;1374.44;1374.44;1374.44;1374.44
1012073;1.0;12.0;73.0;1000.9631;1000.9631;1000.9631;1000.9631;1000.9631;1000.9631;1000.9631;1000.9631;1000.9631;1000.9631;1000.9631;1633.31;1633.31;1633.31;1633.31;1633.31
1012075;1.0;12.0;75.0;1588.3809;1588.3809;1588.3809;1588.3809;1588.3809;1588.3809;1588.3809;1588.3809;1588.3809;1588.3809;1588.3809;2226.13;2226.13;2226.13;2226.13;2226.13
1012077;1.0;12.0;77.0;850.4197;850.4197;850.4197;850.4197;850.4197;850.4197;850.4197;850.4197;850.4197;850.4197;850.4197;1460.92;1460.92;1460.92;1460.92;1460.92
1012079;1.0;12.0;79.0;847.1828;847.1828;847.1828;847.1828;847.1828;847.1828;847.1828;847.1828;847.1828;847.1828;847.1828;1419.85;1419.85;1419.85;1419.85;1419.85
1012083;1.0;12.0;83.0;645.2423;645.2423;645.2423;645.2423;645.2423;645.2423;645.2423;645.2423;645.2423;645.2423;645.2423;1407.53;1407.53;1407.53;1407.53;1407.53
1012085;1.0;12.0;85.0;1356.9262;1356.9262;1356.9262;1356.9262;1356.9262;1356.9262;1356.9262;1356.9262;1356.9262;1356.9262;1356.9262;2247.66;2247.66;2247.66;2247.66;2247.66
1012087;1.0;12.0;87.0;500.6883;500.6883;500.6883;500.6883;500.6883;500.6883;500.6883;500.6883;500.6883;500.6883;500.6883;1046.1;1046.1;1046.1;1046.1;1046.1
1012089;1.0;12.0;89.0;1684.9853;1684.9853;1684.9853;1684.9853;1684.9853;1684.9853;1581.2753;1581.2753;1581.2753;1581.2753;1581.2753;2696.12;2696.12;2696.12;2696.12;2696.12
1012091;1.0;12.0;91.0;1923.5836;1923.5836;1923.5836;1923.5836;1923.5836;1923.5836;1923.5836;1923.5836;1923.5836;1923.5836;1923.5836;3031.66;3031.66;3031.66;3031.66;3031.66
1012093;1.0;12.0;93.0;879.3491;879.3491;879.3491;879.3491;879.3491;879.3491;879.3491;879.3491;879.3491;879.3491;879.3491;2208.79;2208.79;2208.79;2208.79;2208.79
1012095;1.0;12.0;95.0;1431.9117;1431.9117;1431.9117;1431.9117;1431.9117;1431.9117;1431.9117;1431.9117;1431.9117;1431.9117;1431.9117;2714.09;2714.09;2714.09;2714.09;2714.09
1012097;1.0;12.0;97.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;473.93;473.93;473.93;473.93;473.93
