MZUEUQRT;MZ;UEU;QRT;estq_max_01;estq_max_02;estq_max_03;estq_max_04;estq_max_05;estq_max_06;estq_max_07;estq_max_08;estq_max_09;estq_max_10;estq_max_11;estq_max_12;estq_max_13;estq_max_14;estq_max_15;estq_max_16
3090007;3.0;90.0;7.0;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203;5077.8203
3090009;3.0;90.0;9.0;12362.084;12362.084;12362.084;12362.084;12362.084;12362.084;11923.815;11923.815;11923.815;11923.815;11923.815;11923.815;11923.815;11923.815;11923.815;11923.815
3090011;3.0;90.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3090013;3.0;90.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3090015;3.0;90.0;15.0;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494;1824.494
3090017;3.0;90.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3090019;3.0;90.0;19.0;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956;697.5956
3090021;3.0;90.0;21.0;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631;1295.2631
3090023;3.0;90.0;23.0;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216;1483.216
3090025;3.0;90.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3090029;3.0;90.0;29.0;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069;3468.0069
3090031;3.0;90.0;31.0;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869;2821.869
3090033;3.0;90.0;33.0;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919;5289.1919
3090035;3.0;90.0;35.0;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476;4001.8476
3090037;3.0;90.0;37.0;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462;17451.462
3090039;3.0;90.0;39.0;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369;2518.1369
3090043;3.0;90.0;43.0;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032;3525.032
3090045;3.0;90.0;45.0;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36;2915.36
3090047;3.0;90.0;47.0;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554;6577.3554
3090049;3.0;90.0;49.0;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408;14786.408
3090051;3.0;90.0;51.0;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814;3824.814
3092001;3.0;92.0;1.0;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874;1723.3874
3092003;3.0;92.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3092005;3.0;92.0;5.0;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508;781.508
3092007;3.0;92.0;7.0;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665;754.9665
3092009;3.0;92.0;9.0;1015.854;1015.854;1015.854;1015.854;1015.854;1015.854;1015.854;1015.854;1015.854;811.524;811.524;811.524;811.524;811.524;811.524;811.524
3092011;3.0;92.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3092013;3.0;92.0;13.0;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09;3289.09
3092015;3.0;92.0;15.0;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02;1577.02
3092017;3.0;92.0;17.0;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76;1957.76
3092019;3.0;92.0;19.0;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647;1089.2647
3092021;3.0;92.0;21.0;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7;1848.7
3092023;3.0;92.0;23.0;57769.5106;57769.5106;57769.5106;57769.5106;57769.5106;57769.5106;57769.5106;57769.5106;57769.5106;57565.1806;57565.1806;57565.1806;57565.1806;57565.1806;57565.1806;42263.3616
3094001;3.0;94.0;1.0;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96;32901.96
3094003;3.0;94.0;3.0;21634.1733;21634.1733;21634.1733;21634.1733;21634.1733;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3094005;3.0;94.0;5.0;4952.5873;4390.5873;4390.5873;4390.5873;4390.5873;4255.6073;4255.6073;4255.6073;4255.6073;4255.6073;4255.6073;4255.6073;4255.6073;4255.6073;4255.6073;4255.6073
3094007;3.0;94.0;7.0;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383;4693.8383
3094011;3.0;94.0;11.0;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798;6606.9798
3094015;3.0;94.0;15.0;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427;1602.6427
3094017;3.0;94.0;17.0;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302;4957.302
3094019;3.0;94.0;19.0;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507;11265.6507
3094021;3.0;94.0;21.0;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664;3130.9664
3094023;3.0;94.0;23.0;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622;2993.7622
3094025;3.0;94.0;25.0;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306;3195.0306
3094029;3.0;94.0;29.0;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587;3506.2587
3094031;3.0;94.0;31.0;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255;2825.4255
3094033;3.0;94.0;33.0;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228;14354.8228
3094035;3.0;94.0;35.0;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427;12527.4427
3094037;3.0;94.0;37.0;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073;790.3073
3094039;3.0;94.0;39.0;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013;8881.1013
3094041;3.0;94.0;41.0;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904;5265.9904
3094043;3.0;94.0;43.0;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88;5564.88
3094045;3.0;94.0;45.0;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093;7147.7093
3094047;3.0;94.0;47.0;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893;36580.7893
3094049;3.0;94.0;49.0;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832;21938.832
3094051;3.0;94.0;51.0;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882;8608.1882
3094053;3.0;94.0;53.0;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834;11474.5834
3094055;3.0;94.0;55.0;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567;1756.0567
3094059;3.0;94.0;59.0;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476;8343.8476
3094061;3.0;94.0;61.0;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177;3677.177
3094063;3.0;94.0;63.0;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766;9792.9766
3094065;3.0;94.0;65.0;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569;11104.6569
3096001;3.0;96.0;1.0;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328;5011.328
3096005;3.0;96.0;5.0;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234;4747.8234
3096007;3.0;96.0;7.0;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88;11281.88
3096009;3.0;96.0;9.0;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609;4894.7609
3096013;3.0;96.0;13.0;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508;5672.3508
3096015;3.0;96.0;15.0;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882;6656.8882
3096017;3.0;96.0;17.0;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6;3139.6
3096019;3.0;96.0;19.0;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972;2628.5972
3096021;3.0;96.0;21.0;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587;2623.0587
3096023;3.0;96.0;23.0;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207;1196.4207
3096025;3.0;96.0;25.0;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877;5337.3877
3096027;3.0;96.0;27.0;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015;1889.5015
3096031;3.0;96.0;31.0;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239;3326.7239
3096033;3.0;96.0;33.0;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352;8874.352
3096037;3.0;96.0;37.0;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668;8804.3668
3096041;3.0;96.0;41.0;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296;6503.296
3096043;3.0;96.0;43.0;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932;4803.1932
3096045;3.0;96.0;45.0;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035;4848.9035
3096047;3.0;96.0;47.0;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465;6572.465
3096051;3.0;96.0;51.0;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512;21060.512
3096053;3.0;96.0;53.0;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757;3922.8757
3096055;3.0;96.0;55.0;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883;5871.883
3096059;3.0;96.0;59.0;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102;3875.7102
3096061;3.0;96.0;61.0;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682;4613.7682
3096063;3.0;96.0;63.0;4959.831;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571;4881.571
3096065;3.0;96.0;65.0;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882;7404.1882
3096067;3.0;96.0;67.0;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562;3363.7562
3096069;3.0;96.0;69.0;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248;5531.8248
3096071;3.0;96.0;71.0;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272;7229.4272
3096073;3.0;96.0;73.0;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655;5527.655
3096075;3.0;96.0;75.0;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882;254.9882
3096077;3.0;96.0;77.0;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696;1892.0696
3096079;3.0;96.0;79.0;6075.235;6075.235;6075.235;6075.235;6075.235;6075.235;6075.235;6075.235;6075.235;6041.095;6041.095;6041.095;6041.095;6041.095;6041.095;6041.095
3096081;3.0;96.0;81.0;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953;8290.7953
3096083;3.0;96.0;83.0;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577;2361.577
3096085;3.0;96.0;85.0;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479;12270.4479
3096087;3.0;96.0;87.0;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408;5041.408
3096089;3.0;96.0;89.0;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502;5545.1502
3096091;3.0;96.0;91.0;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651;3528.651
3096093;3.0;96.0;93.0;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715;4445.715
3096095;3.0;96.0;95.0;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433;9698.7433
3096097;3.0;96.0;97.0;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074;1094.6074
3096099;3.0;96.0;99.0;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102;6671.7102
3096103;3.0;96.0;103.0;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946;2176.946
3096105;3.0;96.0;105.0;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547;4257.1547
3096107;3.0;96.0;107.0;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352;4450.0352
3096109;3.0;96.0;109.0;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833;6936.0833
3096113;3.0;96.0;113.0;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16;1940.16
3096115;3.0;96.0;115.0;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693;3201.3693
3096117;3.0;96.0;117.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3096119;3.0;96.0;119.0;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495;4755.7495
3096121;3.0;96.0;121.0;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622;9154.5622
3096123;3.0;96.0;123.0;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771;12335.4771
3096125;3.0;96.0;125.0;11955.3411;11955.3411;11955.3411;11955.3411;11955.3411;11955.3411;11846.9991;11846.9991;11846.9991;11846.9991;11846.9991;11846.9991;11846.9991;11846.9991;11846.9991;11846.9991
3096127;3.0;96.0;127.0;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292;10005.5292
3098001;3.0;98.0;1.0;7305.0957;7305.0957;7305.0957;7305.0957;7305.0957;7208.1857;7208.1857;7208.1857;7208.1857;7208.1857;7208.1857;7208.1857;7208.1857;7208.1857;7208.1857;7208.1857
3098003;3.0;98.0;3.0;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802;3518.802
3098005;3.0;98.0;5.0;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444;5064.444
3098007;3.0;98.0;7.0;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199;3384.8199
3098009;3.0;98.0;9.0;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328;2620.8328
3098011;3.0;98.0;11.0;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107;12434.7107
3098013;3.0;98.0;13.0;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498;7386.498
3098015;3.0;98.0;15.0;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204;2388.204
3098019;3.0;98.0;19.0;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18;2007.18
3098023;3.0;98.0;23.0;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452;5673.452
3098025;3.0;98.0;25.0;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238;6152.238
3098029;3.0;98.0;29.0;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578;5953.578
3098031;3.0;98.0;31.0;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828;6624.828
3098033;3.0;98.0;33.0;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203;4721.4203
3098035;3.0;98.0;35.0;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89;5781.89
3098037;3.0;98.0;37.0;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23;4927.23
